brand,model,milage,fuel_type,engine,transmission,ext_col,int_col,accident,clean_title,price,age,Engine_Displacement
53,Highlander XLE,61341.0,3,3.5L V6 24V PDI DOHC,0,0,0,0,0,34084.0,4,2.0
17,Civic LX,96473.0,3,2.0L I4 16V MPFI DOHC,1,0,0,1,0,15599.0,8,3.683781266631186
22,Wrangler Unlimited Sahara,66107.0,3,3.6L V6 24V MPFI DOHC,0,0,0,1,0,31331.0,7,2.0
26,Rover Range Rover Supercharged,114287.0,3,400.0HP 4.2L 8 Cylinder Engine Gasoline Fuel,0,0,0,1,1,9900.0,16,6.1
4,X6 sDrive35i,70582.0,3,300.0HP 3.0L Straight 6 Cylinder Engine Gasoline Fuel,0,0,9,0,1,35000.0,8,6.0
43,Cayman S,33088.0,3,325.0HP 3.4L Flat 6 Cylinder Engine Gasoline Fuel,0,0,0,1,1,49750.0,10,3.0
14,Transit-350 XLT,20000.0,3,310.0HP 3.5L V6 Cylinder Engine Gasoline Fuel,0,0,0,1,1,78499.0,1,1.6
39,NV Passenger NV3500 HD SL V8,46496.0,3,375.0HP 5.6L 8 Cylinder Engine Gasoline Fuel,0,0,3,1,1,41000.0,7,2.9
53,Land Cruiser Base,175000.0,3,381.0HP 5.7L 8 Cylinder Engine Gasoline Fuel,0,0,6,0,1,37900.0,16,3.0
44,ProMaster 2500 Window Van High Roof,49750.0,3,280.0HP 3.6L V6 Cylinder Engine Gasoline Fuel,0,0,3,1,1,65000.0,8,5.2
28,MKZ Base,83765.0,3,263.0HP 3.5L V6 Cylinder Engine Gasoline Fuel,0,0,0,1,1,8995.0,13,3.0
25,Urus Base,13692.0,3,641.0HP 4.0L 8 Cylinder Engine Gasoline Fuel,0,0,7,1,1,257000.0,3,3.0
32,Levante S,54423.0,3,424.0HP 3.0L V6 Cylinder Engine Gasoline Fuel,0,0,0,1,1,33950.0,7,3.3
3,Q5 Premium,2425.0,4,2.0 Liter TFSI,0,0,0,1,0,42998.0,1,2.0
28,Town Car Base,36524.0,3,239.0HP 4.6L 8 Cylinder Engine Gasoline Fuel,0,0,0,1,1,14900.0,20,3.4
53,Camry Hybrid LE,14048.0,4,2.5L I4 16V PDI DOHC Hybrid,1,0,0,1,0,29999.0,2,3.3
17,CR-V EX,224000.0,3,160.0HP 2.4L 4 Cylinder Engine Gasoline Fuel,2,0,3,1,1,3900.0,21,2.0
24,Sportage SX Turbo,87842.0,3,2.0L I4 16V GDI DOHC Turbo,3,0,0,1,1,18688.0,7,2.4
14,Transit-350 XLT,32000.0,0,210.0HP 2.0L 4 Cylinder Engine Diesel Fuel,0,0,0,1,1,68000.0,4,4.0
20,Q70 3.7,70312.0,3,330.0HP 3.7L V6 Cylinder Engine Gasoline Fuel,0,0,0,1,1,19995.0,10,3.0
28,MKX Base,156000.0,3,265.0HP 3.5L V6 Cylinder Engine Gasoline Fuel,0,0,0,0,1,5900.0,14,3.0
43,Cayman S,5856.0,3,295.0HP 3.4L Flat 6 Cylinder Engine Gasoline Fuel,2,0,0,1,1,45000.0,17,4.4
36,AMG GLS 63 4MATIC,4102.0,4,603.0HP 4.0L 8 Cylinder Engine Gasoline/Mild Electric Hybrid,3,0,0,1,1,144664.0,2,2.5
3,Q3 45 S line Premium,9325.0,3,2.0L I4 16V GDI DOHC Turbo,0,0,0,1,0,33610.0,2,2.0
50,BRZ Premium,5800.0,3,228.0HP 2.4L 4 Cylinder Engine Gasoline Fuel,2,0,0,1,1,29990.0,1,1.6
4,640 i,40080.0,3,315.0HP 3.0L Straight 6 Cylinder Engine Gasoline Fuel,0,0,0,1,1,28499.0,8,3.683781266631186
24,Stinger GT2,57000.0,3,365.0HP 3.3L V6 Cylinder Engine Gasoline Fuel,0,0,7,0,1,36500.0,4,5.2
9,Bolt EUV Premier,7624.0,2,Electric,3,0,0,1,1,31985.0,2,2.0
4,M4 Base,62500.0,3,425.0HP 3.0L Straight 6 Cylinder Engine Gasoline Fuel,0,0,5,0,1,40500.0,8,3.0
36,AMG E 53 4MATIC,8375.0,3,"AMG 3L I-6 gasoline direct injection, DOHC, variable valve contr",0,0,0,1,0,69900.0,4,5.7
36,AMG G 63 Base,19593.0,3,4.0 Liter Twin Turbo,0,0,0,1,0,159998.0,5,3.5
19,Veloster Base,800.0,3,132.0HP 1.6L 4 Cylinder Engine Gasoline Fuel,0,0,3,1,1,9800.0,11,2.5
5,Bentayga S,2600.0,3,4.0L V8 32V GDI DOHC Twin Turbo,0,0,6,1,1,239995.0,1,1.8
24,Telluride SX,69185.0,3,3.8L V6 24V GDI DOHC,0,0,3,1,0,37405.0,4,6.2
32,GranTurismo Sport,45000.0,3,454.0HP 4.7L 8 Cylinder Engine Gasoline Fuel,0,0,0,1,1,41900.0,9,3.6
9,Corvette Stingray w/1LT,4000.0,3,490.0HP 6.2L 8 Cylinder Engine Gasoline Fuel,0,0,7,0,1,73900.0,1,5.0
3,Q5 S line Premium Plus,4648.0,4,2.0 Liter TFSI,0,0,0,1,0,47598.0,1,1.5
44,1500 Big Horn,70968.0,3,395.0HP 5.7L 8 Cylinder Engine Gasoline Fuel,0,0,0,1,1,34000.0,3,2.5
50,Impreza WRX Sti,94000.0,3,300.0HP 2.5L 4 Cylinder Engine Gasoline Fuel,2,0,1,1,1,19500.0,19,3.0
36,CLK-Class CLK 350,21500.0,3,268.0HP 3.5L V6 Cylinder Engine Gasoline Fuel,0,0,0,0,1,18000.0,15,2.0
26,Rover Range Rover Autobiography,324.0,3,4.4 Liter,0,0,6,1,0,199998.0,1,4.3
24,Optima EX,68166.0,3,"1.6L I-4 gasoline direct injection, DOHC, variable valve control",0,0,0,1,0,20818.0,5,3.6
53,Highlander SE,53607.0,3,3.5L V6 24V PDI DOHC,0,0,0,0,0,31853.0,6,2.0
4,328 xi,83000.0,3,230.0HP 3.0L Straight 6 Cylinder Engine Gasoline Fuel,0,0,2,1,1,8995.0,17,3.0
24,Telluride SX,9822.0,3,3.8L V6 24V GDI DOHC,0,0,3,1,0,50998.0,1,2.0
3,TT 2.0T,126760.0,3,211.0HP 2.0L 4 Cylinder Engine Gasoline Fuel,0,0,0,0,1,14000.0,9,4.4
11,Ram 1500 ST,134000.0,3,390.0HP 5.7L 8 Cylinder Engine Gasoline Fuel,0,0,3,0,1,10500.0,13,6.75
36,Sprinter 3500 High Roof,124630.0,0,188.0HP 3.0L V6 Cylinder Engine Diesel Fuel,0,0,0,1,1,75000.0,7,3.0
4,440 i xDrive,73500.0,3,320.0HP 3.0L Straight 6 Cylinder Engine Gasoline Fuel,0,0,1,1,1,32000.0,6,5.5
27,LX 600 F SPORT,1185.0,3,409.0HP 3.4L V6 Cylinder Engine Gasoline Fuel,0,0,0,1,1,120990.0,1,3.6
4,Z4 sDrive28i,57550.0,3,240.0HP 2.0L 4 Cylinder Engine Gasoline Fuel,2,0,9,1,1,29995.0,9,3.7
8,CTS-V Base,48600.0,3,640.0HP 6.2L 8 Cylinder Engine Gasoline Fuel,0,0,0,1,1,60999.0,7,2.0
27,IS 250 Base,121250.0,3,204.0HP 2.5L V6 Cylinder Engine Gasoline Fuel,0,0,9,0,1,13250.0,14,3.8
19,Tucson Limited,149000.0,3,173.0HP 2.7L V6 Cylinder Engine Gasoline Fuel,0,0,3,1,1,3850.0,16,3.683781266631186
11,Durango GT,14684.0,3,3.6L V6 24V MPFI DOHC,0,0,0,1,0,37995.0,3,1.8
8,Escalade EXT Base,99000.0,3,403.0HP 6.2L 8 Cylinder Engine Gasoline Fuel,0,0,0,1,1,22999.0,17,3.683781266631186
14,F-250 Lariat,35597.0,1,6.2L V8 16V MPFI SOHC Flexible Fuel,3,0,0,1,0,47756.0,5,2.0
35,570S Spider,8700.0,3,562.0HP 3.8L 8 Cylinder Engine Gasoline Fuel,0,0,0,1,1,185000.0,4,3.0
28,Aviator Luxury,140000.0,3,302.0HP 4.6L 8 Cylinder Engine Gasoline Fuel,0,0,6,1,1,2000.0,19,5.3
36,AMG E 63 S 4MATIC,40000.0,3,603.0HP 4.0L 8 Cylinder Engine Gasoline Fuel,0,0,0,0,1,72000.0,5,3.5
53,4Runner Limited,48156.0,3,4.0L V6 24V MPFI DOHC,0,0,6,1,0,40368.0,5,3.0
36,S-Class S 580 4MATIC,4700.0,4,496.0HP 4.0L 8 Cylinder Engine Gasoline/Mild Electric Hybrid,3,0,0,1,1,99900.0,3,3.0
4,750 Li xDrive,103000.0,3,407.0HP 4.4L 8 Cylinder Engine Gasoline Fuel,0,0,0,1,1,16000.0,12,3.683781266631186
4,M3 CS,456.0,3,543.0HP 3.0L Straight 6 Cylinder Engine Gasoline Fuel,0,0,0,1,1,128995.0,0,2.0
26,Rover Defender X,5433.0,4,3.0 Liter,0,0,0,1,0,95998.0,1,4.4
4,750 i xDrive,28744.0,3,4.4 Liter DOHC Twin Turbo,0,0,0,1,0,50998.0,5,2.5
27,LC 500 Base,37000.0,3,471.0HP 5.0L 8 Cylinder Engine Gasoline Fuel,0,0,7,1,1,63997.0,6,4.0
11,Ram 1500 Laramie,141209.0,3,345.0HP 5.7L 8 Cylinder Engine Gasoline Fuel,0,0,0,1,1,5700.0,20,4.4
21,F-TYPE R,58000.0,3,550.0HP 5.0L 8 Cylinder Engine Gasoline Fuel,0,0,0,1,1,51500.0,7,3.0
4,M760 i xDrive,11078.0,3,"6.6L V-12 gasoline direct injection, DOHC, variable valve contro",0,0,9,1,0,91900.0,3,2.5
27,LC 500 Base,61000.0,3,471.0HP 5.0L 8 Cylinder Engine Gasoline Fuel,0,0,0,1,1,65000.0,6,5.7
3,S4 3.0T Premium,18603.0,3,3.0L V6 24V GDI DOHC Turbo,0,0,0,1,0,42900.0,5,3.8
3,A8 4.0,35999.0,4,4.0 Liter Turbo,0,0,2,1,0,59598.0,4,5.7
8,Escalade ESV Sport,8044.0,3,420.0HP 6.2L 8 Cylinder Engine Gasoline Fuel,0,0,6,1,1,93000.0,3,5.6
8,Escalade Premium,71000.0,3,420.0HP 6.2L 8 Cylinder Engine Gasoline Fuel,0,0,2,0,1,35999.0,9,2.7
36,AMG S 63 Base 4MATIC,20937.0,3,4.0L V8 32V GDI DOHC Twin Turbo,0,0,0,1,0,104900.0,4,3.0
36,Metris Base,32000.0,3,208.0HP 2.0L 4 Cylinder Engine Gasoline Fuel,0,0,0,1,1,44900.0,6,5.3
55,XC90 T6 Inscription,22500.0,3,316.0HP 2.0L 4 Cylinder Engine Gasoline Fuel,0,0,9,1,1,50000.0,4,4.4
14,Expedition King Ranch,58700.0,3,375.0HP 3.5L V6 Cylinder Engine Gasoline Fuel,0,0,2,0,1,48999.0,4,2.0
9,Bolt EUV Premier,14676.0,2,200.0HP Electric Motor Electric Fuel System,0,0,1,1,1,33000.0,2,3.8
4,X7 xDrive40i,2950.0,4,375.0HP 3.0L Straight 6 Cylinder Engine Gasoline/Mild Electric Hybrid,0,0,2,1,1,87000.0,1,2.0
0,MDX w/Technology Package,30177.0,3,3.5L 24V SOHC I-VTEC V6,3,0,6,1,0,46598.0,2,4.0
9,Tahoe High Country,53000.0,3,420.0HP 6.2L 8 Cylinder Engine Gasoline Fuel,0,0,0,0,1,67100.0,3,3.6
43,Cayman Base,75137.0,3,245.0HP 2.7L Flat 6 Cylinder Engine Gasoline Fuel,2,0,3,0,1,24999.0,17,2.0
14,Expedition Max King Ranch,37594.0,3,3.5L V6 24V PDI DOHC Twin Turbo,0,0,6,1,1,62595.0,3,6.3
36,GLC 300 GLC 300,12771.0,3,2.0 Liter Turbo,0,0,0,1,0,42598.0,3,5.0
52,Model Y Long Range,69548.0,2,425.0HP Electric Motor Electric Fuel System,0,0,0,0,1,36300.0,3,5.4
53,Sequoia Platinum,124838.0,3,381.0HP 5.7L 8 Cylinder Engine Gasoline Fuel,0,0,3,1,1,33000.0,10,3.683781266631186
39,NV Passenger NV3500 HD SL V8,14353.0,3,375.0HP 5.6L 8 Cylinder Engine Gasoline Fuel,0,0,3,1,1,63900.0,4,4.0
39,Leaf S,56450.0,2,147.0HP Electric Motor Electric Fuel System,0,0,0,0,1,13999.0,6,2.5
22,Wrangler Unlimited Sahara,68816.0,3,2.0L I4 16V GDI DOHC Turbo,0,0,0,1,1,35297.0,4,3.6
3,S6 4.0T,91188.0,3,450.0HP 4.0L 8 Cylinder Engine Gasoline Fuel,0,0,0,1,1,29995.0,8,4.0
15,Sierra 2500 SLE,116210.0,1,360.0HP 6.0L 8 Cylinder Engine Flex Fuel Capability,3,0,6,1,1,31900.0,9,6.7
8,Escalade ESV Platinum,67726.0,3,420.0HP 6.2L 8 Cylinder Engine Gasoline Fuel,0,0,0,1,1,52000.0,6,2.4
3,TT 3.2 Cabriolet quattro,207000.0,3,250.0HP 3.2L V6 Cylinder Engine Gasoline Fuel,2,0,0,0,1,10500.0,16,4.6
19,Santa Fe SE,35550.0,3,2.5L I4 16V PDI DOHC,0,0,0,0,1,25987.0,3,4.5
36,AMG GLE AMG GLE 63 S-Model 4MATIC,44000.0,3,577.0HP 5.5L 8 Cylinder Engine Gasoline Fuel,0,0,0,1,1,46599.0,8,3.8
3,A7 Premium,103272.0,3,310.0HP 3.0L V6 Cylinder Engine Gasoline Fuel,0,0,2,1,1,15500.0,12,2.4
44,1500 Laramie,107714.0,3,5.7L V8 16V MPFI OHV,0,0,0,1,1,34918.0,5,2.0
8,XTS Luxury,54002.0,3,304.0HP 3.6L V6 Cylinder Engine Gasoline Fuel,0,0,6,0,1,22500.0,5,4.7
0,MDX 3.7L Advance,20750.0,3,300.0HP 3.7L V6 Cylinder Engine Gasoline Fuel,0,0,0,1,1,33000.0,11,1.5
27,LX 570 Three-Row,14206.0,3,383.0HP 5.7L 8 Cylinder Engine Gasoline Fuel,0,0,0,1,1,98000.0,3,2.5
36,GLA 250 Base 4MATIC,13777.0,3,221.0HP 2.0L 4 Cylinder Engine Gasoline Fuel,0,0,0,0,1,39777.0,2,4.6
44,1500 Big Horn,14920.0,3,3.6L V6 24V MPFI DOHC,0,0,0,1,1,41741.0,2,3.5
22,Grand Cherokee L Summit,14627.0,3,3.6L V6 24V MPFI DOHC,0,0,6,1,0,56740.0,2,3.6
14,Edge Sport,132000.0,3,305.0HP 3.7L V6 Cylinder Engine Gasoline Fuel,0,0,0,0,1,10999.0,13,4.0
22,Grand Cherokee WK Laredo X,11164.0,3,293.0HP 3.6L V6 Cylinder Engine Gasoline Fuel,0,0,0,1,1,37500.0,2,2.0
9,Camaro 1LT,10300.0,3,335.0HP 3.6L V6 Cylinder Engine Gasoline Fuel,2,0,0,1,1,29900.0,3,2.0
4,430 430i,7758.0,3,2.0 Liter Turbo,0,0,0,1,0,47998.0,2,1.3
9,Tahoe LTZ,134500.0,3,355.0HP 5.3L 8 Cylinder Engine Gasoline Fuel,0,0,0,1,1,28000.0,9,2.5
0,MDX Technology,15895.0,3,3.5L V6 24V GDI SOHC,0,0,6,1,0,47950.0,2,2.0
27,GX 460 Base,40906.0,3,4.6 Liter,0,0,0,1,0,51998.0,3,3.7
54,Atlas Cross Sport 3.6L V6 SEL Premium,24596.0,3,3.6L V6 24V GDI DOHC,0,0,0,1,0,38322.0,3,3.8
36,AMG G 63 4MATIC,2000.0,3,577.0HP 4.0L 8 Cylinder Engine Gasoline Fuel,0,0,0,1,0,244896.0,2,2.3
36,AMG C 43 AMG C 43 4MATIC,32500.0,3,385.0HP 3.0L V6 Cylinder Engine Gasoline Fuel,3,0,0,1,1,43500.0,5,3.2
3,A3 2.0 TDI Premium Plus,83000.0,0,150.0HP 2.0L 4 Cylinder Engine Diesel Fuel,0,0,0,0,1,18999.0,9,5.3
54,Jetta GLX VR6,121800.0,3,174.0HP 2.8L V6 Cylinder Engine Gasoline Fuel,2,0,0,1,1,4300.0,22,2.5
4,ALPINA B7 ALPINA B7 xDrive,65852.0,3,4.4 Liter Twin Turbo,0,0,6,1,0,68998.0,4,5.4
4,i8 Base,18421.0,4,369.0HP 1.5L 3 Cylinder Engine Plug-In Electric/Gas,0,0,0,1,0,85000.0,5,2.0
27,CT 200h Premium,101000.0,4,134.0HP 1.8L 4 Cylinder Engine Gas/Electric Hybrid,0,0,0,0,1,16500.0,9,3.0
36,AMG C AMG C 63 S,40515.0,3,4.0L V8 32V GDI DOHC Twin Turbo,0,0,0,0,0,47999.0,8,2.0
17,Ridgeline RTL-E,26998.0,3,3.5L V6 24V GDI SOHC,3,0,0,1,0,35557.0,5,3.683781266631186
5,Bentayga Onyx Edition,18500.0,3,600.0HP 6.0L 12 Cylinder Engine Gasoline Fuel,0,0,2,1,1,115000.0,6,6.0
39,Murano SL,125500.0,3,245.0HP 3.5L V6 Cylinder Engine Gasoline Fuel,1,0,6,1,1,3950.0,19,3.8
9,Suburban LT,195361.0,3,355.0HP 5.3L 8 Cylinder Engine Gasoline Fuel,3,0,0,0,1,26000.0,7,4.7
5,Bentayga Onyx Edition,32500.0,3,600.0HP 6.0L 12 Cylinder Engine Gasoline Fuel,0,0,6,0,1,103000.0,6,3.6
4,M760 i xDrive,14806.0,3,601.0HP 6.6L 12 Cylinder Engine Gasoline Fuel,0,0,0,0,1,81330.0,5,2.5
43,Panamera Turbo,63000.0,3,500.0HP 4.8L 8 Cylinder Engine Gasoline Fuel,0,0,6,0,1,38500.0,14,3.5
26,Rover Range Rover Velar R-Dynamic SE,75897.0,3,2.0 Liter,0,0,0,1,0,35998.0,5,5.6
36,GL-Class GL 550,80124.0,3,382.0HP 5.5L 8 Cylinder Engine Gasoline Fuel,0,0,0,1,1,17500.0,13,5.7
26,Rover Range Rover Velar SVAutobiography Dynamic Edition,59355.0,3,V8,0,0,6,1,1,72995.0,4,3.6
43,Panamera Turbo,47000.0,3,520.0HP 4.8L 8 Cylinder Engine Gasoline Fuel,0,0,2,1,1,50000.0,9,3.0
9,Trailblazer LS,24965.0,3,1.2L I3 12V GDI DOHC Turbo,1,0,0,0,1,22995.0,3,3.0
43,911 Carrera S,30000.0,3,400.0HP 3.8L Flat 6 Cylinder Engine Gasoline Fuel,0,0,2,1,1,78500.0,10,1.5
11,Ram 1500 Quad Cab,179000.0,3,245.0HP 5.9L 8 Cylinder Engine Gasoline Fuel,0,0,0,0,1,6500.0,22,2.0
22,Wrangler Unlimited X,135465.0,3,205.0HP 3.8L V6 Cylinder Engine Gasoline Fuel,0,0,3,1,1,15750.0,17,5.4
39,Maxima SV,42259.0,3,290.0HP 3.5L V6 Cylinder Engine Gasoline Fuel,1,0,0,0,1,17000.0,12,5.0
32,Grecale Modena,2200.0,4,325.0HP 2.0L 4 Cylinder Engine Gasoline/Mild Electric Hybrid,0,0,7,1,1,75000.0,1,5.0
